Date,Revenue,order_count,quantity_sold,discount_rate,sessions,active_promo_count,has_active_promo,year,month,quarter,day_of_week,is_weekend,day_of_month,is_month_start_3d,days_to_month_end,is_month_end_4d,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_lag_28,revenue_lag_365,revenue_roll_mean_7,revenue_roll_mean_28,revenue_roll_mean_90,revenue_roll_std_7,revenue_roll_std_28,revenue_roll_max_28,revenue_roll_min_28,sessions_lag_1,sessions_roll_mean_7,order_count_lag_1,order_count_roll_mean_7,quantity_sold_lag_1,quantity_sold_roll_mean_7,discount_rate_lag_7,log_revenue
2014-03-01,4400079.49,190,950,0.0,23068,0,0,2014,3,1,5,1,1,1,30,0,5511196.67,4262143.74,2873057.42,3825094.63,2693901.21,5583103.111428572,3872891.325357143,3239228.227,1385167.4273806668,1369220.9737197824,7766238.39,2051412.93,13184.0,16398.428571428572,209.0,224.85714285714286,1110.0,1151.4285714285713,0.0,15.297133391902989
2014-03-02,4943352.33,197,942,0.0,23861,0,0,2014,3,1,6,1,2,1,29,0,4400079.49,3997442.72,3990264.22,2382294.19,279813.94,5602808.218571429,3893426.4989285716,3261543.575888889,1364064.148077274,1372784.6725563637,7766238.39,2051412.93,23068.0,17284.85714285714,190.0,229.14285714285714,950.0,1165.5714285714287,0.0,15.413554470616516
2014-03-03,3637156.46,123,595,0.0,22641,0,0,2014,3,1,0,0,3,1,28,0,4943352.33,4743111.4,3757742.25,2051412.93,1959484.08,5737938.162857143,3984892.861071429,3291316.971222222,1217503.5230947044,1353556.2510566793,7766238.39,2051412.93,23861.0,18017.285714285714,197.0,233.42857142857142,942.0,1189.7142857142858,0.0,15.106713016955535
2014-03-04,4742209.79,152,775,0.0,20167,0,0,2014,3,1,1,0,4,0,27,0,3637156.46,6869199.08,4902775.35,2787111.54,1412869.43,5579944.6,4041526.5585714285,3310248.293333334,1422600.8274823367,1301848.566182065,7766238.39,2415914.42,22641.0,18965.0,123.0,223.71428571428572,595.0,1134.2857142857142,0.0,15.37201399632768
2014-03-05,5310211.41,200,974,0.0,23200,0,0,2014,3,1,2,0,5,0,26,0,4742209.79,7766238.39,4469573.84,2599325.56,2440470.72,5276088.987142856,4111351.496071429,3330443.9668888887,1325146.7559955195,1284389.8529705917,7766238.39,2415914.42,20167.0,19288.0,152.0,205.57142857142858,775.0,1030.857142857143,0.0,15.485142394301306
2014-03-06,5506734.13,192,1031,0.0,24291,0,0,2014,3,1,3,0,6,0,25,0,5310211.41,5932389.78,3050037.65,2415914.42,3247761.18,4925227.99,4208168.847857143,3364650.9964444446,760994.9370760154,1268264.0340544656,7766238.39,2415914.42,23200.0,20360.85714285714,200.0,188.0,974.0,934.4285714285714,0.0,15.521482470120427
2014-03-07,3167820.98,117,580,0.0,20656,0,0,2014,3,1,4,0,7,0,24,0,5506734.13,5511196.67,3394380.68,3381887.13,4017685.67,4864420.04,4318555.266071429,3406744.2474444443,679775.8255080918,1240702.31250266,7766238.39,2632487.0,24291.0,21487.428571428572,192.0,180.42857142857142,1031.0,911.0,0.0,14.96855483715574
2014-03-08,3577664.95,124,646,0.0,20789,0,0,2014,3,1,5,1,8,0,23,0,3167820.98,4400079.49,4262143.74,2907660.51,3622255.55,4529652.084285715,4310910.046428571,3425895.809111112,861027.7105236995,1247329.677826003,7766238.39,2632487.0,20656.0,22554.85714285714,117.0,167.28571428571428,580.0,835.2857142857143,0.0,15.090221176478751
2014-03-09,3828277.38,150,793,0.0,20453,0,0,2014,3,1,6,1,9,0,22,0,3577664.95,4943352.33,3997442.72,2947940.87,3263371.09,4412164.292857143,4334838.776428572,3446594.719888889,934619.2708308509,1225651.0368963105,7766238.39,2632487.0,20789.0,22229.285714285714,124.0,157.85714285714286,646.0,791.8571428571429,0.0,15.15792575095893
2014-03-10,4725035.68,158,862,0.0,22824,0,0,2014,3,1,0,0,10,0,21,0,3828277.38,3637156.46,4743111.4,3705563.44,3510986.19,4252867.871428571,4366279.366071428,3467359.961888889,923960.211579559,1199774.5603229925,7766238.39,2632487.0,20453.0,21742.428571428572,150.0,151.14285714285714,793.0,770.5714285714286,0.0,15.368385881842812
2014-03-11,5775004.59,207,1084,0.0,21099,0,0,2014,3,1,1,0,11,0,20,0,4725035.68,4742209.79,6869199.08,4637151.61,3242639.13,4408279.188571429,4402689.088928571,3494791.316777778,894146.5195283626,1194438.2646442582,7766238.39,2632487.0,22824.0,21768.571428571428,158.0,156.14285714285714,862.0,808.7142857142857,0.0,15.56904978233703
2014-03-12,6930320.53,268,1303,0.0,21452,0,0,2014,3,1,2,0,12,0,19,0,5775004.59,5310211.41,7766238.39,3457342.17,3660190.99,4555821.302857143,4443326.695357143,3525440.282777778,1032879.1425131713,1221754.5409713548,7766238.39,2632487.0,21099.0,21901.714285714286,207.0,164.0,1084.0,852.8571428571429,0.0,15.751416766915183
2014-03-13,5304893.97,212,1076,0.0,22441,0,0,2014,3,1,3,0,13,0,18,0,6930320.53,5506734.13,5932389.78,3190217.92,4335373.37,4787265.462857143,4567361.636785714,3569237.490111111,1359853.747638127,1292208.4807459002,7766238.39,2632487.0,21452.0,21652.0,268.0,173.71428571428572,1303.0,899.8571428571429,0.0,15.484140531530745
2014-03-14,4544809.4,169,867,0.0,21483,0,0,2014,3,1,4,0,14,0,17,0,5304893.97,3167820.98,5511196.67,2632487.0,6692797.3,4758431.154285714,4642885.781428571,3604496.9976666667,1344104.2541871413,1270351.2853945252,7766238.39,2632487.0,22441.0,21387.714285714286,212.0,176.57142857142858,1076.0,906.2857142857143,0.0,15.329496568551955
2014-03-15,4691387.16,194,972,0.0,21970,0,0,2014,3,1,5,1,15,0,16,0,4544809.4,3577664.95,4400079.49,2873057.42,5330057.69,4955143.785714285,4711183.01,3630042.0035555563,1160777.0377755472,1208146.7883646132,7766238.39,2873057.42,21483.0,21505.85714285714,169.0,184.0,867.0,947.2857142857143,0.0,15.361239079570582
2014-03-16,5553669.8,230,1110,0.0,24630,0,0,2014,3,1,6,1,16,0,15,0,4691387.16,3828277.38,4943352.33,3990264.22,3591734.21,5114246.958571428,4776123.357857143,3658227.465444444,1006590.1901996322,1153309.3623969192,7766238.39,3050037.65,21970.0,21674.571428571428,194.0,194.0,972.0,993.8571428571429,0.0,15.529969672495865
2014-03-17,6623777.28,256,1260,0.0,23340,0,0,2014,3,1,0,0,17,0,14,0,5553669.8,4725035.68,3637156.46,3757742.25,4401297.64,5360731.590000001,4831959.271428571,3689999.3850000002,836005.8640027031,1151697.890103965,7766238.39,3050037.65,24630.0,22271.285714285714,230.0,205.42857142857142,1110.0,1039.142857142857,0.0,15.706176502264803
2014-03-18,5707570.51,242,1220,0.02712965871007698,21053,1,1,2014,3,1,1,0,18,0,13,0,6623777.28,5775004.59,4742209.79,4902775.35,4567013.37,5631980.390000001,4934317.665357143,3728403.456888889,900886.4682826044,1179710.0025946137,7766238.39,3050037.65,23340.0,22345.0,256.0,219.42857142857142,1260.0,1096.0,0.0,15.557304186435939
2014-03-19,7282983.0,309,1510,0.03683621395244229,21922,1,1,2014,3,1,2,0,19,0,12,0,5707570.51,6930320.53,5310211.41,4469573.84,4645433.62,5622346.95,4963060.349642857,3756381.6474444447,899461.5884609862,1188683.0046063552,7766238.39,3050037.65,21053.0,22338.428571428572,242.0,224.42857142857142,1220.0,1115.4285714285713,0.0,15.801051226300755
2014-03-20,6459634.76,268,1374,0.055492276780057456,20278,1,1,2014,3,1,3,0,20,0,11,0,7282983.0,5304893.97,5506734.13,3050037.65,4992105.19,5672727.302857143,5063539.248214285,3803275.3120000004,990230.3469062203,1262066.803151978,7766238.39,3050037.65,21922.0,22405.571428571428,309.0,230.28571428571428,1510.0,1145.0,0.0,15.681083490268223
2014-03-21,4506741.28,198,961,0.07090474694389379,21123,1,1,2014,3,1,4,0,21,0,10,0,6459634.76,4544809.4,3167820.98,3394380.68,7355693.45,5837690.272857143,5185310.573571429,3847262.990444445,1014623.851044628,1224527.7767775082,7766238.39,3167820.98,20278.0,22096.571428571428,268.0,238.28571428571428,1374.0,1187.5714285714287,0.0,15.321085117876741
2014-03-22,4682426.76,213,1047,0.11999999120114375,21770,1,1,2014,3,1,5,1,22,0,9,0,4506741.28,4691387.16,3577664.95,4262143.74,6603332.26,5832251.97,5225037.737857142,3861634.068333333,1022777.8024310088,1181563.2915898315,7766238.39,3167820.98,21123.0,22045.14285714286,198.0,242.42857142857142,961.0,1201.0,0.0,15.359327285525206
2014-03-23,5239607.0,245,1226,0.1199999980914599,20889,1,1,2014,3,1,6,1,23,0,8,0,4682426.76,5553669.8,3828277.38,3997442.72,6009508.61,5830971.912857143,5240047.845714286,3875036.2993333335,1024447.869822635,1171504.7660167855,7766238.39,3167820.98,21770.0,22016.571428571428,213.0,245.14285714285714,1047.0,1211.7142857142858,0.0,15.471757244338574
2014-03-24,5516390.06,248,1264,0.12000000413313774,18783,1,1,2014,3,1,0,0,24,0,7,0,5239607.0,6623777.28,4725035.68,4743111.4,5088153.2,5786105.798571429,5284410.855714286,3900669.036888889,1045281.9275830653,1145947.1063211882,7766238.39,3167820.98,20889.0,21482.14285714286,245.0,247.28571428571428,1226.0,1228.2857142857142,0.0,15.523234410958862
2014-03-25,6858764.17,315,1650,0.12000000723162348,20978,1,1,2014,3,1,1,0,25,0,6,0,5516390.06,5707570.51,5775004.59,6869199.08,4694308.82,5627907.624285714,5312027.9507142855,3932742.409555555,979077.1404060103,1141728.9089824543,7766238.39,3167820.98,18783.0,20831.14285714286,248.0,246.14285714285714,1264.0,1228.857142857143,0.02712965871007698,15.741037979126158
2014-03-26,7966063.19,371,1732,0.12000000215915936,20541,1,1,2014,3,1,2,0,26,0,5,0,6858764.17,7282983.0,6930320.53,7766238.39,5731432.22,5792363.861428572,5311655.275357142,3966641.2954444443,1085579.1821584408,1141203.384682715,7766238.39,3167820.98,20978.0,20820.428571428572,315.0,256.57142857142856,1650.0,1290.2857142857142,0.03683621395244229,15.890701100687746
2014-03-27,8330175.47,367,1804,0.11999998962806963,22481,1,1,2014,3,1,3,0,27,0,4,0,7966063.19,6459634.76,5304893.97,5932389.78,6872130.59,5889946.745714285,5318791.875357143,4018723.904,1258786.4118555195,1157628.4266273745,7966063.19,3167820.98,20541.0,20623.14285714286,371.0,265.42857142857144,1732.0,1322.0,0.055492276780057456,15.935395198792579
2014-03-28,5747360.19,275,1386,0.1200000047326075,21260,1,1,2014,3,1,4,0,28,0,3,1,8330175.47,4506741.28,4544809.4,5511196.67,8099154.93,6157166.847142856,5404427.078571429,4090687.2718888894,1561921.098038587,1286243.3155330091,8330175.47,3167820.98,22481.0,20937.85714285714,367.0,279.57142857142856,1804.0,1383.4285714285713,0.07090474694389379,15.564251383957664
2014-03-29,6857129.34,303,1545,0.12000000425834173,24623,1,1,2014,3,1,5,1,29,0,2,1,5747360.19,4682426.76,4691387.16,4400079.49,8381683.44,6334398.12,5412861.49,4115131.9833333334,1406043.241037193,1287742.8124192166,8330175.47,3167820.98,21260.0,20957.428571428572,275.0,290.57142857142856,1386.0,1444.142857142857,0.11999999120114375,15.740799594398519
2014-03-30,12784107.1,577,3008,0.12000000531910437,21014,1,1,2014,3,1,6,1,30,0,1,1,6857129.34,5239607.0,5553669.8,4943352.33,11636994.38,6645069.917142856,5500613.270357142,4118915.3898888887,1206259.0496600706,1299831.5221249997,8330175.47,3167820.98,24623.0,21365.0,303.0,303.42857142857144,1545.0,1515.2857142857142,0.1199999980914599,16.363713402834794
2014-03-31,12312523.89,583,2947,0.1199999994477168,23037,1,1,2014,3,1,0,0,31,0,0,1,12784107.1,5516390.06,6623777.28,3637156.46,9455023.8,7722855.645714285,5780640.226428571,4196594.419333333,2460063.0870424886,1887201.4705183285,12784107.1,3167820.98,21014.0,21382.85714285714,577.0,350.85714285714283,3008.0,1769.857142857143,0.12000000413313774,16.32612758598328
2014-04-01,12163891.23,554,2769,0.11999998375519837,31669,1,1,2014,4,2,1,0,1,1,29,0,12312523.89,6858764.17,5707570.51,4742209.79,10313848.23,8693731.907142857,6090474.777500001,4263983.933777778,2766159.2374023707,2207263.65290913,12784107.1,3167820.98,23037.0,21990.571428571428,583.0,398.7142857142857,2947.0,2010.2857142857142,0.12000000723162348,16.313982467990062
2014-04-02,13046471.25,598,2951,0.11999999846701843,31084,1,1,2014,4,2,2,0,2,1,28,0,12163891.23,7966063.19,7282983.0,5310211.41,8250013.05,9451607.201428572,6355534.82892857,4335318.953222223,2902989.722046205,2469410.817179301,12784107.1,3167820.98,31669.0,23517.85714285714,554.0,432.85714285714283,2769.0,2170.1428571428573,0.12000000215915936,16.384028329517907
2014-04-03,9642469.77,432,2177,0.1200000080477307,27680,1,1,2014,4,2,3,0,3,1,27,0,13046471.25,8330175.47,6459634.76,5506734.13,8740749.51,10177379.781428572,6631829.823214286,4438192.517111111,3098200.5963272876,2763412.8352082632,13046471.25,3167820.98,31084.0,25024.0,598.0,465.2857142857143,2951.0,2344.285714285714,0.11999998962806963,16.081687937688393
2014-04-04,3027057.03,137,638,0.11999999881072607,33564,1,1,2014,4,2,4,0,4,0,26,0,9642469.77,5747360.19,4506741.28,3167820.98,4270660.8,10364850.395714287,6779534.6674999995,4519166.263444444,3006133.4508001623,2811164.3022328964,13046471.25,3167820.98,27680.0,25766.714285714286,432.0,474.57142857142856,2177.0,2397.5714285714284,0.1200000047326075,14.923101758616266
2014-04-05,4578612.03,187,969,0.11999999047746354,29571,1,1,2014,4,2,5,1,5,0,25,0,3027057.03,6857129.34,4682426.76,3577664.95,3073716.42,9976235.658571428,6774507.383571429,4527871.296444444,3779018.296786858,2817980.054217524,13046471.25,3027057.03,33564.0,27524.428571428572,137.0,454.85714285714283,638.0,2290.714285714286,0.12000000425834173,15.336906678349806
2014-04-06,4749333.13,206,1027,0.11999999882088709,29897,1,1,2014,4,2,6,1,6,0,24,0,4578612.03,12784107.1,5239607.0,3828277.38,3663196.56,9650733.185714286,6810255.493571429,4552501.8023333335,4170326.3124725744,2782043.5182684357,13046471.25,3027057.03,29571.0,28231.285714285714,187.0,438.2857142857143,969.0,2208.4285714285716,0.12000000531910437,15.373514983026352
2014-04-07,4614814.59,220,1118,0.12000001499518531,27724,1,1,2014,4,2,0,0,7,0,23,0,4749333.13,12312523.89,5516390.06,4725035.68,2924734.26,8502908.332857143,6843150.341785714,4575947.694111112,4268741.158791833,2750748.014384726,13046471.25,3027057.03,29897.0,29500.285714285714,206.0,385.2857142857143,1027.0,1925.4285714285713,0.1199999994477168,15.344782466290813
2014-04-08,6392830.04,264,1318,0.12000000707042104,27636,1,1,2014,4,2,1,0,8,0,22,0,4614814.59,12163891.23,6858764.17,5775004.59,4670874.28,7403235.5757142855,6839213.874285714,4589033.1296666665,4112421.1752321227,2753968.3950403957,13046471.25,3027057.03,27724.0,30169.85714285714,220.0,333.42857142857144,1118.0,1664.142857142857,0.11999998375519837,15.670687770492998
2014-04-09,6139037.72,261,1273,0.11999999407073199,29270,1,1,2014,4,2,2,0,9,0,21,0,6392830.04,13046471.25,7966063.19,6930320.53,4293257.18,6578798.262857142,6861279.0689285705,4635058.799777778,3537212.802077529,2747593.67145103,13046471.25,3027057.03,27636.0,29593.714285714286,264.0,292.0,1318.0,1456.857142857143,0.11999999846701843,15.630178727605902
2014-04-10,5203589.72,220,1101,0.12000001606583234,29376,1,1,2014,4,2,3,0,10,0,20,0,6139037.72,9642469.77,8330175.47,5304893.97,6011834.78,5592022.044285715,6833018.968571427,4678667.283555556,2106250.6486945236,2750924.5628473307,13046471.25,3027057.03,29270.0,29334.571428571428,261.0,243.85714285714286,1273.0,1217.142857142857,0.1200000080477307,15.464859468327214
2014-04-11,5105964.56,211,1076,0.11999999467289683,27935,1,1,2014,4,2,4,0,11,0,19,0,5203589.72,3027057.03,5747360.19,4544809.4,4244755.76,4957896.322857142,6829400.959642856,4715525.383666666,1121583.3784224703,2753074.562819843,13046471.25,3027057.03,29376.0,29576.85714285714,220.0,213.57142857142858,1101.0,1063.4285714285713,0.11999999881072607,15.445920131754942
2014-04-12,5687376.75,260,1227,0.12000000175827985,28989,1,1,2014,4,2,5,1,12,0,18,0,5105964.56,4578612.03,6857129.34,4691387.16,4282161.81,5254883.112857142,6849442.2153571425,4743915.635111111,733038.3576240961,2737827.9846352297,13046471.25,3027057.03,27935.0,28772.714285714286,211.0,224.14285714285714,1076.0,1126.0,0.11999999047746354,15.553759847504839
2014-04-13,4945405.38,241,1166,0.1200000049338726,32172,1,1,2014,4,2,6,1,13,0,17,0,5687376.75,4749333.13,12784107.1,5553669.8,5214391.75,5413278.072857142,6885013.272142857,4782967.273555555,680460.2397980212,2715127.185512597,13046471.25,3027057.03,28989.0,28689.571428571428,260.0,234.57142857142858,1227.0,1162.857142857143,0.11999999882088709,15.413969699642138
2014-04-14,6921493.59,307,1602,0.08547946946809207,28984,1,1,2014,4,2,0,0,14,0,16,0,4945405.38,4614814.59,12312523.89,6623777.28,4506492.03,5441288.394285714,6863289.542857142,4810497.116444444,652015.6887818449,2728573.8485422186,13046471.25,3027057.03,32172.0,29014.571428571428,241.0,239.57142857142858,1166.0,1182.7142857142858,0.12000001499518531,15.75014228548714
2014-04-15,7871571.71,356,1787,0.06568100997456326,31036,1,1,2014,4,2,1,0,15,0,15,0,6921493.59,6392830.04,12163891.23,5707570.51,5167610.5,5770813.965714285,6873922.268214285,4850103.005333333,741460.8898629106,2728185.9915342173,13046471.25,3027057.03,28984.0,29194.571428571428,307.0,252.0,1602.0,1251.857142857143,0.12000000707042104,15.878768436515418
2014-04-16,7912857.96,302,1567,0.05211446762782533,29288,1,1,2014,4,2,2,0,16,0,14,0,7871571.71,6139037.72,13046471.25,7282983.0,5887221.88,5982062.775714286,6951208.025357143,4897145.038555556,1081086.0428753651,2724570.2972959713,13046471.25,3027057.03,31036.0,29680.285714285714,356.0,265.14285714285717,1787.0,1318.857142857143,0.11999999407073199,15.883999710598287
2014-04-17,5557754.18,208,1076,0.029951673753228145,26998,1,1,2014,4,2,3,0,17,0,13,0,7912857.96,5203589.72,9642469.77,6459634.76,8104639.53,6235465.667142858,6973703.559642858,4962779.344666666,1308072.3683749563,2730005.9409902953,13046471.25,3027057.03,29288.0,29682.85714285714,302.0,271.0,1567.0,1360.857142857143,0.12000001606583234,15.530704840095652
2014-04-18,5700339.67,253,1287,0.0,28486,0,0,2014,4,2,4,0,18,0,12,0,5557754.18,5105964.56,3027057.03,4506741.28,6536742.64,6286060.590000001,6941493.538928571,4997149.281555555,1267735.9012176907,2741591.671683004,13046471.25,3027057.03,26998.0,29343.14285714286,208.0,269.2857142857143,1076.0,1357.2857142857142,0.11999999467289683,15.55603649768549
2014-04-19,6624958.05,244,1293,0.0,31395,0,0,2014,4,2,5,1,19,0,11,0,5700339.67,5687376.75,4578612.03,4682426.76,5871312.85,6370971.319999999,6984122.052857143,5041394.763444444,1193237.851606386,2711445.8025393896,13046471.25,3027057.03,28486.0,29421.85714285714,253.0,275.2857142857143,1287.0,1387.4285714285713,0.12000000175827985,15.706354748685381
2014-04-20,6418388.34,245,1197,0.0,30149,0,0,2014,4,2,6,1,20,0,10,0,6624958.05,4945405.38,4749333.13,5239607.0,6012115.71,6504911.505714285,7053498.1703571435,5087748.498,1155748.4827645766,2674978.4870280246,13046471.25,3027057.03,31395.0,29765.571428571428,244.0,273.0,1293.0,1396.857142857143,0.1200000049338726,15.674677762570148
2014-04-21,8414591.83,336,1715,0.0,32674,0,0,2014,4,2,0,0,21,0,9,0,6418388.34,6921493.59,4614814.59,5516390.06,6323547.99,6715337.642857142,7095597.503928571,5124244.591,938083.1626416477,2654571.9113172377,13046471.25,3027057.03,30149.0,29476.571428571428,245.0,273.57142857142856,1197.0,1401.2857142857142,0.08547946946809207,15.945477998221302
2014-04-22,10131097.46,397,1900,0.0,32103,0,0,2014,4,2,1,0,22,0,8,0,8414591.83,7871571.71,6392830.04,6858764.17,7292352.56,6928637.39142857,7199104.71,5177843.412444444,1140649.4611248367,2647207.9630277646,13046471.25,3027057.03,32674.0,30003.714285714286,336.0,277.7142857142857,1715.0,1417.4285714285713,0.06568100997456326,16.13112030667381
2014-04-23,8191044.84,319,1599,0.0,26922,0,0,2014,4,2,2,0,23,0,7,0,10131097.46,7912857.96,6139037.72,7966063.19,8757473.08,7251426.784285714,7315973.756071429,5254357.228,1655483.8958067768,2703266.099450471,13046471.25,3027057.03,32103.0,30156.14285714286,397.0,283.57142857142856,1900.0,1433.5714285714287,0.05211446762782533,15.918552144868357
2014-04-24,6761050.63,262,1237,0.0,28696,0,0,2014,4,2,3,0,24,0,6,0,8191044.84,5557754.18,5203589.72,8330175.47,9358565.61,7291167.7671428565,7324008.815,5309948.706111112,1677204.869519615,2705603.3126666015,13046471.25,3027057.03,26922.0,29818.14285714286,319.0,286.0,1599.0,1438.142857142857,0.029951673753228145,15.726689002487971
2014-04-25,7297129.72,287,1382,0.0,32626,0,0,2014,4,2,4,0,25,0,5,0,6761050.63,5700339.67,5105964.56,5747360.19,9127283.0,7463067.26,7267968.642142857,5364938.037555556,1524661.3018159773,2700236.116301229,13046471.25,3027057.03,28696.0,30060.714285714286,262.0,293.7142857142857,1237.0,1461.142857142857,0.0,15.802991776798619
2014-04-26,7473782.26,295,1464,0.0,28597,0,0,2014,4,2,5,1,26,0,4,0,7297129.72,6624958.05,5687376.75,6857129.34,6156392.84,7691180.124285715,7323317.553928571,5421331.226222223,1323104.3590861598,2683745.65161181,13046471.25,3027057.03,32626.0,30652.14285714286,287.0,298.57142857142856,1382.0,1474.7142857142858,0.0,15.826911889409864
2014-04-27,9019804.81,328,1667,0.0,31694,0,0,2014,4,2,6,1,27,0,3,1,7473782.26,6418388.34,4945405.38,12784107.1,6420235.09,7812440.725714286,7345340.8725000005,5482122.875444445,1245735.0076485586,2682308.1336373766,13046471.25,3027057.03,28597.0,30252.428571428572,295.0,305.85714285714283,1464.0,1499.142857142857,0.0,16.014933362982223
2014-04-28,11814441.72,448,2371,0.0,27759,0,0,2014,4,2,0,0,28,0,2,1,9019804.81,8414591.83,6921493.59,12312523.89,9099343.31,8184071.65,7210901.505,5549189.703222223,1144458.636677634,2486828.6953737936,13046471.25,3027057.03,31694.0,30473.14285714286,328.0,317.7142857142857,1667.0,1566.2857142857142,0.0,16.28483330033035
2014-04-29,17347427.27,700,3503,0.0,32248,0,0,2014,4,2,1,0,29,0,1,1,11814441.72,10131097.46,7871571.71,12163891.23,13160942.22,8669764.49142857,7193112.856071428,5620337.982222222,1795080.2194078532,2450500.5480117705,13046471.25,3027057.03,27759.0,29771.0,448.0,333.7142857142857,2371.0,1660.0,0.0,16.66895482685754
2014-04-30,13811054.06,549,2714,0.0,30939,0,0,2014,4,2,2,0,30,0,0,1,17347427.27,8191044.84,7912857.96,13046471.25,11190466.86,9700668.75,7378239.143214286,5758730.692333333,3765210.7087085545,2978786.6288113752,17347427.27,3027057.03,32248.0,29791.714285714286,700.0,377.0,3503.0,1889.0,0.0,16.440979920729404
2014-05-01,13289875.45,498,2583,0.0,25885,0,0,2014,5,2,3,0,1,1,30,0,13811054.06,6761050.63,5557754.18,9642469.77,13051232.31,10503527.209999999,7405545.672142857,5869472.889444444,3982568.291636831,3035633.7949137823,17347427.27,3027057.03,30939.0,30365.571428571428,549.0,409.85714285714283,2714.0,2048.285714285714,0.0,16.40251313418271
2014-05-02,9037359.63,358,1807,0.0,31644,0,0,2014,5,2,4,0,2,1,29,0,13289875.45,7297129.72,5700339.67,3027057.03,11179665.29,11436216.469999999,7535810.160714285,5975670.621222222,3715582.9950353215,3208514.936122642,17347427.27,3027057.03,25885.0,29964.0,498.0,443.57142857142856,2583.0,2240.5714285714284,0.0,16.01687772403011
2014-05-03,8214103.42,304,1567,0.0,28317,0,0,2014,5,2,5,1,3,1,28,0,9037359.63,7473782.26,6624958.05,4578612.03,8173550.12,11684820.742857143,7750463.825,6033584.676777779,3440522.9346080357,3094732.6882236926,17347427.27,4578612.03,31644.0,29823.714285714286,358.0,453.7142857142857,1807.0,2301.285714285714,0.0,15.92136328586001
2014-05-04,2887053.22,93,462,0.0,27998,0,0,2014,5,2,6,1,4,0,27,0,8214103.42,9019804.81,6418388.34,4749333.13,3225175.57,11790580.908571428,7880302.803214286,6098382.557111111,3297926.7609589924,3032364.2560033924,17347427.27,4614814.59,28317.0,29783.714285714286,304.0,455.0,1567.0,2316.0,0.0,14.87574723920997
2014-05-05,4251113.98,148,717,0.0,25934,0,0,2014,5,2,0,0,5,0,26,0,2887053.22,11814441.72,8414591.83,4614814.59,3906711.0,10914473.53857143,7813792.806428572,6107667.449222223,4681178.301992314,3122659.1265932964,17347427.27,2887053.22,27998.0,29255.714285714286,93.0,421.42857142857144,462.0,2143.8571428571427,0.0,15.262691854728613
2014-05-06,5130961.6,181,910,0.0,28880,0,0,2014,5,2,1,0,6,0,25,0,4251113.98,17347427.27,10131097.46,6392830.04,4311626.38,9833998.147142857,7800803.498928571,6123934.143,5274135.160527965,3137181.4144655615,17347427.27,2887053.22,25934.0,28995.0,148.0,378.57142857142856,717.0,1907.5714285714287,0.0,15.450803840870057
2014-05-07,6175024.0,233,1165,0.0,30417,0,0,2014,5,2,2,0,7,0,24,0,5130961.6,13811054.06,8191044.84,6139037.72,3763332.37,8088788.765714287,7755736.768928572,6152063.432333333,4305919.476594271,3167077.7122474113,17347427.27,2887053.22,28880.0,28513.85714285714,181.0,304.42857142857144,910.0,1537.142857142857,0.0,15.636023489053116
2014-05-08,6845994.59,262,1302,0.0,22054,0,0,2014,5,2,3,0,8,0,23,0,6175024.0,13289875.45,6761050.63,5203589.72,5458168.5,6997927.3285714295,7757021.993214286,6193831.316555556,3507942.891697549,3166404.5748193255,17347427.27,2887053.22,30417.0,28439.285714285714,233.0,259.2857142857143,1165.0,1315.857142857143,0.0,15.739174453900281
2014-05-09,3896896.85,164,800,0.0,26222,0,0,2014,5,2,4,0,9,0,22,0,6845994.59,9037359.63,7297129.72,5105964.56,5815611.07,6077372.92,7815679.3100000005,6232321.399444445,2173189.2634554137,3132380.4676526375,17347427.27,2887053.22,22054.0,27892.0,262.0,225.57142857142858,1302.0,1132.857142857143,0.0,15.175691371506161
2014-05-10,5476367.67,203,951,0.0,25378,0,0,2014,5,2,5,1,10,0,21,0,3896896.85,8214103.42,7473782.26,5687376.75,4248246.45,5343021.094285714,7772498.320357143,6243312.914333334,1850880.681808162,3179103.605570756,17347427.27,2887053.22,26222.0,27117.428571428572,164.0,197.85714285714286,800.0,989.0,0.0,15.515952787813825
2014-05-11,5960839.36,240,1230,0.0,29095,0,0,2014,5,2,6,1,11,0,20,0,5476367.67,2887053.22,9019804.81,4945405.38,4388803.6,4951915.987142856,7764962.281785714,6271406.545444445,1369822.4303498263,3184474.9940662966,17347427.27,2887053.22,25378.0,26697.571428571428,203.0,183.42857142857142,951.0,901.0,0.0,15.600722029101966
2014-05-12,6171798.51,244,1234,0.0,28899,0,0,2014,5,2,0,0,12,0,19,0,5960839.36,4251113.98,11814441.72,6921493.59,4298069.68,5391028.292857142,7801227.781071427,6296465.1667777775,1053803.567250055,3156838.0796222542,17347427.27,2887053.22,29095.0,26854.285714285714,240.0,204.42857142857142,1230.0,1010.7142857142857,0.0,15.635501008139782
2014-05-13,6357034.06,265,1344,0.0,26739,0,0,2014,5,2,1,0,13,0,18,0,6171798.51,5130961.6,17347427.27,7871571.71,4663488.62,5665411.797142857,7774452.956785715,6313516.799,952733.3563179903,3167736.3947227756,17347427.27,2887053.22,28899.0,27277.85714285714,244.0,218.14285714285714,1234.0,1084.5714285714287,0.0,15.665072641083453
